Date,Overall AQI Value,Main Pollutant,Ozone,PM25,CO,PM10,NO2,AQI category,city,state,Temperature,Precipitation,Wind Speed
2023-05-08,49,Ozone,49.0,35.0,7.0,19.0,42.0,Good,Miami,FL,26.0,0.0,14.8
2023-05-09,48,Ozone,48.0,38.0,7.0,19.0,37.0,Good,Miami,FL,26.9,0.0,10.1
2023-05-10,54,Ozone,54.0,52.0,7.0,23.0,34.0,Moderate,Miami,FL,28.0,0.0,11.2
2023-05-11,55,PM2.5,38.0,55.0,8.0,25.0,30.0,Moderate,Miami,FL,27.8,0.0,15.5
2023-05-12,53,PM2.5,42.0,53.0,7.0,27.0,25.0,Moderate,Miami,FL,27.9,0.3,21.6
2023-05-13,59,PM2.5,48.0,59.0,10.0,29.0,17.0,Moderate,Miami,FL,27.8,0.0,19.4
2023-05-14,65,PM2.5,46.0,65.0,7.0,31.0,27.0,Moderate,Miami,FL,27.5,0.0,14.0
2023-05-15,45,PM2.5,38.0,45.0,8.0,21.0,26.0,Good,Miami,FL,27.6,16.5,11.5
2023-05-16,84,Ozone,84.0,51.0,9.0,23.0,31.0,Moderate,Miami,FL,27.3,0.0,9.4
2023-05-17,51,PM2.5,46.0,51.0,8.0,22.0,25.0,Moderate,Miami,FL,27.3,1.0,11.5
2023-05-18,54,PM2.5,41.0,54.0,9.0,23.0,34.0,Moderate,Miami,FL,26.9,1.5,5.4
2023-05-19,53,PM2.5,36.0,53.0,9.0,21.0,26.0,Moderate,Miami,FL,27.4,25.4,6.1
2023-05-20,34,Ozone,34.0,30.0,9.0,15.0,28.0,Good,Miami,FL,28.2,0.0,10.1
2023-05-21,35,Ozone,35.0,33.0,8.0,13.0,21.0,Good,Miami,FL,27.9,31.2,8.6
2023-05-22,36,Ozone,36.0,33.0,7.0,17.0,26.0,Good,Miami,FL,28.2,2.5,8.6
2023-05-23,36,Ozone,36.0,35.0,9.0,19.0,24.0,Good,Miami,FL,27.3,15.0,7.6
2023-05-24,43,NO2,40.0,29.0,9.0,14.0,43.0,Good,Miami,FL,26.4,11.7,7.9
2023-05-25,41,Ozone,41.0,36.0,8.0,19.0,39.0,Good,Miami,FL,24.9,15.5,5.0
2023-05-26,43,NO2,39.0,33.0,9.0,21.0,43.0,Good,Miami,FL,25.6,1.8,5.8
2023-05-27,44,Ozone,44.0,36.0,10.0,18.0,25.0,Good,Miami,FL,26.1,0.0,9.4
2023-05-28,46,Ozone,46.0,35.0,10.0,11.0,22.0,Good,Miami,FL,28.3,0.0,8.6
2023-05-29,58,Ozone,58.0,42.0,7.0,17.0,18.0,Moderate,Miami,FL,27.7,0.3,10.8
2023-05-30,47,Ozone,47.0,46.0,8.0,35.0,29.0,Good,Miami,FL,28.3,20.3,11.5
2023-05-31,34,Ozone,34.0,33.0,8.0,20.0,34.0,Good,Miami,FL,26.6,0.0,8.3
2023-06-01,45,Ozone,45.0,40.0,8.0,23.0,36.0,Good,Miami,FL,26.8,1.0,5.8
2023-06-02,51,Ozone,51.0,41.0,8.0,28.0,36.0,Moderate,Miami,FL,26.2,0.5,5.0
2023-06-03,49,Ozone,49.0,42.0,10.0,22.0,37.0,Good,Miami,FL,27.2,4.6,5.8
2023-06-04,41,Ozone,41.0,26.0,9.0,13.0,22.0,Good,Miami,FL,27.1,8.4,9.7
2023-06-05,41,Ozone,41.0,31.0,6.0,22.0,24.0,Good,Miami,FL,27.4,2.3,10.1
2023-06-06,54,PM2.5,44.0,54.0,8.0,21.0,30.0,Moderate,Miami,FL,26.4,0.3,10.4
2023-06-07,46,PM2.5,39.0,46.0,8.0,17.0,37.0,Good,Miami,FL,27.3,5.3,6.1
2023-06-08,48,PM2.5,38.0,48.0,8.0,16.0,27.0,Good,Miami,FL,27.1,17.8,10.8
2023-06-09,45,PM2.5,39.0,45.0,11.0,15.0,33.0,Good,Miami,FL,28.1,0.0,8.6
2023-06-10,46,Ozone,46.0,36.0,11.0,13.0,25.0,Good,Miami,FL,28.9,0.0,8.6
2023-06-11,43,PM2.5,37.0,43.0,8.0,12.0,20.0,Good,Miami,FL,28.8,5.1,6.8
2023-06-12,37,PM2.5,33.0,37.0,6.0,14.0,32.0,Good,Miami,FL,28.5,9.9,10.1
2023-06-13,38,PM2.5,37.0,38.0,7.0,15.0,30.0,Good,Miami,FL,28.9,0.0,10.8
2023-06-14,44,PM2.5,31.0,44.0,9.0,17.0,23.0,Good,Miami,FL,29.7,0.0,11.9
2023-06-15,52,PM2.5,36.0,52.0,9.0,23.0,23.0,Moderate,Miami,FL,30.4,0.0,12.2
2023-06-16,52,PM2.5,25.0,52.0,7.0,19.0,23.0,Moderate,Miami,FL,30.8,0.5,12.6
2023-06-17,46,PM2.5,28.0,46.0,6.0,18.0,21.0,Good,Miami,FL,30.6,10.7,13.7
2023-06-18,46,PM2.5,35.0,46.0,7.0,17.0,29.0,Good,Miami,FL,27.8,1.8,12.6
2023-06-19,48,PM2.5,33.0,48.0,6.0,19.0,30.0,Good,Miami,FL,27.6,77.2,10.1
2023-06-20,48,PM2.5,37.0,48.0,9.0,21.0,41.0,Good,Miami,FL,27.6,2.8,11.5
2023-06-21,41,NO2,33.0,38.0,9.0,18.0,41.0,Good,Miami,FL,27.8,0.0,11.2
2023-06-22,38,PM2.5,30.0,38.0,9.0,19.0,28.0,Good,Miami,FL,28.8,1.8,10.1
2023-06-23,47,PM2.5,24.0,47.0,10.0,32.0,24.0,Good,Miami,FL,29.9,0.0,10.1
2023-06-24,56,PM2.5,20.0,56.0,10.0,40.0,32.0,Moderate,Miami,FL,29.9,10.7,7.9
2023-06-25,41,PM2.5,26.0,41.0,9.0,19.0,32.0,Good,Miami,FL,26.4,29.2,4.3
2023-06-26,38,PM2.5,28.0,38.0,11.0,19.0,26.0,Good,Miami,FL,27.6,2.8,4.3
2023-06-27,36,PM2.5,36.0,36.0,9.0,17.0,25.0,Good,Miami,FL,29.1,0.0,7.6
2023-06-28,64,Ozone,64.0,38.0,8.0,20.0,29.0,Moderate,Miami,FL,29.4,0.0,8.6
2023-06-29,49,Ozone,49.0,41.0,9.0,19.0,32.0,Good,Miami,FL,29.5,6.6,7.9
2023-06-30,44,PM2.5,42.0,44.0,10.0,19.0,37.0,Good,Miami,FL,29.0,0.8,6.1
2023-07-01,36,PM2.5,35.0,36.0,10.0,14.0,35.0,Good,Miami,FL,28.9,11.9,5.8
2023-07-02,35,PM2.5,30.0,35.0,9.0,13.0,34.0,Good,Miami,FL,28.2,88.1,5.0
2023-07-03,39,PM2.5,35.0,39.0,9.0,17.0,29.0,Good,Miami,FL,28.6,17.0,4.0
2023-07-04,72,PM2.5,33.0,72.0,9.0,19.0,22.0,Moderate,Miami,FL,29.6,2.3,5.8
2023-07-05,87,PM2.5,34.0,87.0,9.0,42.0,21.0,Moderate,Miami,FL,30.1,0.3,6.8
2023-07-06,62,PM2.5,33.0,62.0,6.0,40.0,29.0,Moderate,Miami,FL,30.4,0.5,4.3
2023-07-07,48,PM2.5,30.0,48.0,7.0,22.0,28.0,Good,Miami,FL,30.1,6.4,6.8
2023-07-08,54,PM2.5,26.0,54.0,8.0,25.0,24.0,Moderate,Miami,FL,30.3,0.0,7.9
2023-07-09,60,PM2.5,26.0,60.0,7.0,36.0,18.0,Moderate,Miami,FL,28.2,0.0,7.6
2023-07-10,72,PM2.5,29.0,72.0,8.0,52.0,18.0,Moderate,Miami,FL,30.1,0.0,10.8
2023-07-11,73,PM2.5,36.0,73.0,8.0,53.0,30.0,Moderate,Miami,FL,30.9,0.0,9.7
2023-07-12,61,PM2.5,39.0,61.0,8.0,39.0,27.0,Moderate,Miami,FL,30.7,0.0,9.0
2023-07-13,53,PM2.5,34.0,53.0,8.0,31.0,29.0,Moderate,Miami,FL,31.2,0.5,7.2
2023-07-14,60,PM2.5,35.0,60.0,8.0,29.0,43.0,Moderate,Miami,FL,30.4,6.4,6.5
2023-07-15,42,PM2.5,33.0,42.0,8.0,20.0,32.0,Good,Miami,FL,29.0,1.3,6.1
2023-07-16,54,PM2.5,31.0,54.0,8.0,29.0,24.0,Moderate,Miami,FL,29.0,2.8,7.6
2023-07-17,52,PM2.5,23.0,52.0,7.0,30.0,33.0,Moderate,Miami,FL,27.6,8.1,6.1
2023-07-18,46,PM2.5,29.0,46.0,8.0,27.0,25.0,Good,Miami,FL,28.6,1.0,6.8
2023-07-19,41,PM2.5,29.0,41.0,8.0,20.0,26.0,Good,Miami,FL,30.1,4.6,10.8
2023-07-20,79,PM2.5,22.0,79.0,8.0,63.0,18.0,Moderate,Miami,FL,30.9,5.3,10.1
2023-07-21,68,PM2.5,31.0,68.0,8.0,47.0,34.0,Moderate,Miami,FL,30.7,0.0,7.6
2023-07-22,61,PM2.5,28.0,61.0,9.0,38.0,25.0,Moderate,Miami,FL,30.9,0.0,9.0
2023-07-23,74,PM2.5,26.0,74.0,9.0,47.0,15.0,Moderate,Miami,FL,32.0,0.0,9.4
2023-07-24,83,PM2.5,35.0,83.0,8.0,56.0,29.0,Moderate,Miami,FL,32.1,0.0,7.9
2023-07-25,80,PM2.5,36.0,80.0,8.0,56.0,25.0,Moderate,Miami,FL,31.5,0.0,10.8
2023-07-26,60,PM2.5,33.0,60.0,7.0,37.0,25.0,Moderate,Miami,FL,29.1,5.1,8.6
2023-07-27,35,PM2.5,30.0,35.0,7.0,19.0,31.0,Good,Miami,FL,27.9,3.3,9.4
2023-07-28,43,PM2.5,27.0,43.0,8.0,26.0,26.0,Good,Miami,FL,28.1,23.4,9.4
2023-07-29,39,PM2.5,28.0,39.0,9.0,19.0,18.0,Good,Miami,FL,30.3,0.0,11.2
2023-07-30,32,Ozone,32.0,31.0,10.0,13.0,16.0,Good,Miami,FL,30.3,0.0,9.0
2023-07-31,37,Ozone,37.0,33.0,7.0,14.0,29.0,Good,Miami,FL,30.8,0.3,7.9
2023-08-01,33,PM2.5,31.0,33.0,6.0,19.0,32.0,Good,Miami,FL,29.2,0.0,4.0
2023-08-02,44,Ozone,44.0,35.0,7.0,18.0,27.0,Good,Miami,FL,29.2,6.9,5.4
2023-08-03,38,PM2.5,34.0,38.0,9.0,18.0,32.0,Good,Miami,FL,28.7,11.7,7.6
2023-08-04,36,PM2.5,32.0,36.0,9.0,18.0,28.0,Good,Miami,FL,29.1,42.9,6.1
2023-08-05,41,PM2.5,36.0,41.0,10.0,14.0,19.0,Good,Miami,FL,29.6,15.7,7.2
2023-08-06,41,PM2.5,25.0,41.0,11.0,14.0,24.0,Good,Miami,FL,31.2,6.6,7.9
2023-08-07,55,PM2.5,33.0,55.0,11.0,35.0,23.0,Moderate,Miami,FL,31.2,0.0,9.4
2023-08-08,58,PM2.5,29.0,58.0,9.0,38.0,22.0,Moderate,Miami,FL,31.5,0.5,9.0
2023-08-09,61,PM2.5,29.0,61.0,10.0,43.0,33.0,Moderate,Miami,FL,30.7,0.3,7.6
2023-08-10,58,PM2.5,31.0,58.0,11.0,34.0,27.0,Moderate,Miami,FL,30.8,1.3,7.9
2023-08-11,54,PM2.5,37.0,54.0,9.0,29.0,33.0,Moderate,Miami,FL,29.4,19.3,6.1
2023-08-12,29,Ozone,29.0,27.0,9.0,16.0,19.0,Good,Miami,FL,30.9,0.0,13.0
2023-08-13,45,PM2.5,29.0,45.0,7.0,22.0,16.0,Good,Miami,FL,30.3,0.0,13.0
2023-08-14,60,PM2.5,22.0,60.0,9.0,39.0,18.0,Moderate,Miami,FL,31.4,0.0,12.2
2023-08-15,40,PM2.5,31.0,40.0,7.0,24.0,29.0,Good,Miami,FL,30.6,0.8,9.4
2023-08-16,33,Ozone,33.0,31.0,7.0,15.0,27.0,Good,Miami,FL,29.0,3.8,9.0
2023-08-17,55,PM2.5,33.0,55.0,9.0,18.0,40.0,Moderate,Miami,FL,28.4,86.9,9.4
2023-08-18,54,PM2.5,28.0,54.0,9.0,32.0,38.0,Moderate,Miami,FL,27.4,5.3,4.0
2023-08-19,58,PM2.5,37.0,58.0,8.0,22.0,25.0,Moderate,Miami,FL,28.7,23.6,11.9
2023-08-20,64,PM2.5,29.0,64.0,7.0,37.0,27.0,Moderate,Miami,FL,27.9,4.3,13.0
2023-08-21,47,PM2.5,22.0,47.0,7.0,29.0,24.0,Good,Miami,FL,29.9,2.5,19.4
2023-08-22,72,PM2.5,20.0,72.0,6.0,55.0,14.0,Moderate,Miami,FL,30.8,0.8,15.8
2023-08-23,60,PM2.5,41.0,60.0,7.0,38.0,19.0,Moderate,Miami,FL,29.9,3.0,11.9
2023-08-24,60,PM2.5,40.0,60.0,9.0,24.0,33.0,Moderate,Miami,FL,30.6,6.1,10.1
2023-08-25,55,PM2.5,39.0,55.0,8.0,25.0,26.0,Moderate,Miami,FL,29.4,0.3,10.8
2023-08-26,37,PM2.5,35.0,37.0,8.0,17.0,21.0,Good,Miami,FL,29.9,0.0,10.8
2023-08-27,33,Ozone,33.0,32.0,9.0,10.0,19.0,Good,Miami,FL,29.8,0.0,8.3
2023-08-28,38,PM2.5,30.0,38.0,9.0,14.0,25.0,Good,Miami,FL,29.9,1.8,9.0
2023-08-29,34,PM2.5,28.0,34.0,8.0,17.0,22.0,Good,Miami,FL,30.1,12.2,18.4
2023-08-30,54,PM2.5,24.0,54.0,5.0,19.0,12.0,Moderate,Miami,FL,30.6,0.0,22.0
2023-08-31,54,PM2.5,26.0,54.0,6.0,18.0,28.0,Moderate,Miami,FL,30.9,3.8,11.2
2023-09-01,48,PM2.5,36.0,48.0,8.0,21.0,28.0,Good,Miami,FL,29.2,3.3,6.5
2023-09-02,39,Ozone,39.0,33.0,7.0,17.0,22.0,Good,Miami,FL,28.1,2.8,10.1
2023-09-03,39,PM2.5,38.0,39.0,7.0,22.0,28.0,Good,Miami,FL,28.9,0.0,14.4
2023-09-04,39,Ozone,39.0,30.0,7.0,19.0,14.0,Good,Miami,FL,30.0,0.0,16.9
2023-09-05,38,Ozone,38.0,35.0,8.0,22.0,33.0,Good,Miami,FL,29.8,0.0,15.5
2023-09-06,53,PM2.5,43.0,53.0,9.0,27.0,29.0,Moderate,Miami,FL,29.5,0.0,10.1
2023-09-07,52,PM2.5,45.0,52.0,8.0,29.0,27.0,Moderate,Miami,FL,29.2,0.0,9.0
2023-09-08,48,PM2.5,39.0,48.0,9.0,21.0,28.0,Good,Miami,FL,29.1,0.0,6.8
2023-09-09,42,PM2.5,30.0,42.0,10.0,16.0,23.0,Good,Miami,FL,28.6,8.4,7.6
2023-09-10,44,PM2.5,34.0,44.0,11.0,12.0,21.0,Good,Miami,FL,28.9,48.3,5.4
2023-09-11,54,PM2.5,28.0,54.0,10.0,21.0,25.0,Moderate,Miami,FL,29.4,0.0,8.6
2023-09-12,36,PM2.5,25.0,36.0,7.0,20.0,17.0,Good,Miami,FL,30.3,0.0,10.8
2023-09-13,35,PM2.5,29.0,35.0,9.0,19.0,25.0,Good,Miami,FL,30.6,0.3,8.6
2023-09-14,34,Ozone,34.0,33.0,8.0,20.0,30.0,Good,Miami,FL,30.0,5.1,6.1
2023-09-15,39,Ozone,39.0,33.0,9.0,15.0,31.0,Good,Miami,FL,28.0,9.7,5.8
2023-09-16,35,Ozone,35.0,34.0,10.0,13.0,24.0,Good,Miami,FL,28.1,111.8,5.0
2023-09-17,31,Ozone,31.0,30.0,11.0,10.0,21.0,Good,Miami,FL,27.9,21.1,6.1
2023-09-18,54,Ozone,54.0,35.0,8.0,15.0,29.0,Moderate,Miami,FL,28.7,9.9,7.2
2023-09-19,38,PM2.5,33.0,38.0,8.0,19.0,27.0,Good,Miami,FL,28.1,21.1,10.1
2023-09-20,42,NO2,40.0,25.0,9.0,17.0,42.0,Good,Miami,FL,27.6,2.0,8.6
2023-09-21,40,Ozone,40.0,23.0,7.0,15.0,40.0,Good,Miami,FL,27.9,8.6,6.8
2023-09-22,44,Ozone,44.0,25.0,8.0,15.0,28.0,Good,Miami,FL,27.5,0.0,7.6
2023-09-23,44,Ozone,44.0,37.0,9.0,17.0,34.0,Good,Miami,FL,27.3,0.3,10.1
2023-09-24,34,Ozone,34.0,23.0,9.0,9.0,25.0,Good,Miami,FL,28.3,10.2,8.6
2023-09-25,38,NO2,31.0,29.0,9.0,18.0,38.0,Good,Miami,FL,27.6,11.7,11.5
2023-09-26,29,NO2,25.0,28.0,8.0,18.0,29.0,Good,Miami,FL,29.4,3.0,11.9
2023-09-27,28,NO2,27.0,21.0,9.0,13.0,28.0,Good,Miami,FL,28.2,39.4,9.7
2023-09-28,36,NO2,35.0,21.0,13.0,13.0,36.0,Good,Miami,FL,27.8,0.0,7.6
2023-09-29,42,NO2,27.0,27.0,9.0,14.0,42.0,Good,Miami,FL,29.2,0.0,5.4
2023-09-30,25,PM2.5,21.0,25.0,3.0,13.0,22.0,Good,Miami,FL,29.0,7.4,6.8
2023-10-01,25,Ozone,25.0,23.0,2.0,12.0,23.0,Good,Miami,FL,28.5,2.3,7.2
2023-10-02,62,PM2.5,49.0,62.0,7.0,31.0,25.0,Moderate,Miami,FL,27.8,14.0,13.0
2023-10-03,132,PM2.5,58.0,132.0,9.0,62.0,33.0,Unhealthy for Sensitive Groups,Miami,FL,28.4,0.0,14.4
2023-10-04,42,Ozone,42.0,38.0,7.0,16.0,33.0,Good,Miami,FL,28.8,0.0,11.5
2023-10-05,34,Ozone,34.0,28.0,9.0,20.0,31.0,Good,Miami,FL,29.0,0.0,9.4
2023-10-06,42,Ozone,42.0,29.0,10.0,19.0,31.0,Good,Miami,FL,28.8,0.0,6.1
2023-10-07,45,Ozone,45.0,26.0,10.0,13.0,32.0,Good,Miami,FL,29.2,19.3,4.3
2023-10-08,42,Ozone,42.0,29.0,8.0,13.0,23.0,Good,Miami,FL,28.2,2.5,4.7
2023-10-09,36,PM2.5,34.0,36.0,6.0,19.0,27.0,Good,Miami,FL,27.4,0.0,6.1
2023-10-10,67,Ozone,67.0,35.0,8.0,19.0,28.0,Moderate,Miami,FL,28.4,0.0,6.1
2023-10-11,42,NO2,39.0,36.0,10.0,20.0,42.0,Good,Miami,FL,28.5,61.0,8.6
2023-10-12,62,PM2.5,22.0,62.0,9.0,26.0,19.0,Moderate,Miami,FL,30.7,0.0,17.6
2023-10-13,53,PM2.5,24.0,53.0,3.0,20.0,17.0,Moderate,Miami,FL,30.6,0.0,12.2
2023-10-14,45,PM2.5,25.0,45.0,2.0,11.0,17.0,Good,Miami,FL,28.8,40.4,10.4
2023-10-15,39,PM2.5,38.0,39.0,2.0,15.0,24.0,Good,Miami,FL,28.3,0.0,13.7
2023-10-16,36,Ozone,36.0,30.0,3.0,16.0,24.0,Good,Miami,FL,24.7,0.0,13.3
2023-10-17,45,Ozone,45.0,30.0,2.0,16.0,11.0,Good,Miami,FL,21.4,0.0,13.7
2023-10-18,43,Ozone,43.0,33.0,9.0,15.0,35.0,Good,Miami,FL,22.9,0.0,11.5
2023-10-19,42,Ozone,42.0,25.0,8.0,18.0,30.0,Good,Miami,FL,25.6,0.0,10.4
2023-10-20,44,Ozone,44.0,28.0,10.0,16.0,34.0,Good,Miami,FL,26.4,0.0,7.2
2023-10-21,97,Ozone,97.0,26.0,8.0,14.0,28.0,Moderate,Miami,FL,25.7,0.0,7.2
2023-10-22,80,Ozone,80.0,50.0,7.0,21.0,36.0,Moderate,Miami,FL,26.4,0.0,5.8
2023-10-23,64,Ozone,64.0,45.0,8.0,28.0,50.0,Moderate,Miami,FL,26.4,0.0,9.7
2023-10-24,46,Ozone,46.0,36.0,6.0,26.0,25.0,Good,Miami,FL,27.2,0.0,18.0
2023-10-25,41,Ozone,41.0,30.0,6.0,25.0,22.0,Good,Miami,FL,27.0,0.5,19.4
2023-10-26,40,Ozone,40.0,36.0,6.0,31.0,20.0,Good,Miami,FL,27.3,1.8,20.5
2023-10-27,40,Ozone,40.0,34.0,7.0,27.0,33.0,Good,Miami,FL,27.6,2.5,18.4
2023-10-28,40,Ozone,40.0,38.0,6.0,26.0,14.0,Good,Miami,FL,27.4,1.3,18.7
2023-10-29,38,Ozone,38.0,35.0,6.0,21.0,15.0,Good,Miami,FL,27.6,1.3,18.4
2023-10-30,38,NO2,35.0,34.0,8.0,24.0,38.0,Good,Miami,FL,27.8,0.0,8.6
2023-10-31,71,Ozone,71.0,33.0,6.0,21.0,24.0,Moderate,Miami,FL,28.3,0.0,7.6
2023-11-01,43,Ozone,43.0,40.0,5.0,23.0,24.0,Good,Miami,FL,27.0,0.3,13.7
2023-11-02,46,Ozone,46.0,45.0,5.0,28.0,22.0,Good,Miami,FL,24.5,9.4,20.9
2023-11-03,44,Ozone,44.0,37.0,6.0,31.0,19.0,Good,Miami,FL,25.9,0.0,20.5
2023-11-04,35,Ozone,35.0,27.0,6.0,14.0,23.0,Good,Miami,FL,25.5,0.0,10.8
2023-11-05,41,Ozone,41.0,31.0,6.0,16.0,28.0,Good,Miami,FL,25.0,0.0,11.2
2023-11-06,44,Ozone,44.0,34.0,7.0,19.0,34.0,Good,Miami,FL,24.6,0.0,9.4
2023-11-07,36,Ozone,36.0,35.0,8.0,19.0,28.0,Good,Miami,FL,26.0,0.0,10.1
2023-11-08,34,PM2.5,34.0,34.0,8.0,19.0,31.0,Good,Miami,FL,25.9,0.5,12.6
2023-11-09,36,NO2,32.0,25.0,8.0,21.0,36.0,Good,Miami,FL,26.4,0.0,12.2
2023-11-10,29,Ozone,29.0,26.0,9.0,19.0,24.0,Good,Miami,FL,27.8,0.0,14.4
2023-11-11,31,Ozone,31.0,25.0,9.0,17.0,20.0,Good,Miami,FL,28.7,0.0,15.5
2023-11-12,31,Ozone,31.0,30.0,8.0,13.0,22.0,Good,Miami,FL,27.8,0.0,11.9
2023-11-13,31,Ozone,31.0,25.0,8.0,14.0,23.0,Good,Miami,FL,27.2,8.4,10.4
2023-11-14,41,Ozone,41.0,25.0,7.0,18.0,24.0,Good,Miami,FL,25.8,3.3,13.7
2023-11-15,44,PM2.5,43.0,44.0,5.0,25.0,27.0,Good,Miami,FL,25.3,191.3,28.8
2023-11-16,43,PM2.5,42.0,43.0,8.0,29.0,35.0,Good,Miami,FL,23.6,21.6,16.9
2023-11-17,36,Ozone,36.0,25.0,7.0,14.0,25.0,Good,Miami,FL,25.0,0.0,6.8
2023-11-18,31,Ozone,31.0,22.0,3.0,8.0,30.0,Good,Miami,FL,24.1,0.0,10.4
2023-11-19,40,Ozone,40.0,33.0,9.0,16.0,38.0,Good,Miami,FL,24.3,0.0,9.4
2023-11-20,40,Ozone,40.0,31.0,10.0,16.0,34.0,Good,Miami,FL,25.3,0.0,14.0
2023-11-21,42,Ozone,42.0,36.0,8.0,28.0,30.0,Good,Miami,FL,26.3,0.0,18.4
2023-11-22,54,NO2,39.0,36.0,7.0,22.0,54.0,Moderate,Miami,FL,26.3,0.0,10.4
2023-11-23,39,Ozone,39.0,38.0,7.0,16.0,19.0,Good,Miami,FL,25.7,0.0,7.6
2023-11-24,34,PM2.5,31.0,34.0,8.0,13.0,23.0,Good,Miami,FL,25.1,0.5,6.8
2023-11-25,33,Ozone,33.0,29.0,9.0,14.0,23.0,Good,Miami,FL,24.5,0.0,9.7
2023-11-26,31,Ozone,31.0,25.0,9.0,12.0,24.0,Good,Miami,FL,26.4,2.5,9.4
2023-11-27,38,Ozone,38.0,36.0,7.0,17.0,23.0,Good,Miami,FL,25.1,0.0,9.4
2023-11-28,39,PM2.5,37.0,39.0,3.0,21.0,24.0,Good,Miami,FL,21.2,0.0,9.4
2023-11-29,43,Ozone,43.0,38.0,10.0,21.0,42.0,Good,Miami,FL,19.2,0.0,9.4
2023-11-30,44,Ozone,44.0,32.0,9.0,26.0,41.0,Good,Miami,FL,22.2,0.0,10.8
2023-12-01,37,Ozone,37.0,35.0,10.0,26.0,32.0,Good,Miami,FL,25.1,0.0,11.9
2023-12-02,30,PM2.5,21.0,30.0,11.0,15.0,24.0,Good,Miami,FL,26.9,0.0,11.5
2023-12-03,38,PM2.5,28.0,38.0,13.0,16.0,25.0,Good,Miami,FL,27.2,0.0,6.8
2023-12-04,59,PM2.5,32.0,59.0,8.0,19.0,25.0,Moderate,Miami,FL,26.1,0.0,4.3
2023-12-05,52,PM2.5,46.0,52.0,8.0,32.0,42.0,Moderate,Miami,FL,25.3,0.0,7.2
2023-12-06,39,Ozone,39.0,33.0,3.0,26.0,36.0,Good,Miami,FL,19.6,0.0,12.2
2023-12-07,43,Ozone,43.0,28.0,8.0,22.0,30.0,Good,Miami,FL,17.9,0.0,10.1
2023-12-08,43,Ozone,43.0,30.0,8.0,28.0,40.0,Good,Miami,FL,22.4,0.0,16.6
2023-12-09,41,Ozone,41.0,30.0,8.0,22.0,35.0,Good,Miami,FL,24.7,0.0,20.5
2023-12-10,39,Ozone,39.0,29.0,8.0,18.0,28.0,Good,Miami,FL,25.2,0.8,14.0
2023-12-11,32,Ozone,32.0,31.0,6.0,17.0,26.0,Good,Miami,FL,21.6,0.0,11.2
2023-12-12,41,Ozone,41.0,30.0,6.0,24.0,21.0,Good,Miami,FL,19.0,0.0,13.3
2023-12-13,37,Ozone,37.0,30.0,5.0,21.0,12.0,Good,Miami,FL,23.3,13.7,19.4
2023-12-14,38,Ozone,38.0,30.0,5.0,20.0,11.0,Good,Miami,FL,22.4,3.8,25.6
2023-12-15,43,PM2.5,40.0,43.0,5.0,29.0,11.0,Good,Miami,FL,22.2,5.3,25.9
2023-12-16,39,PM2.5,39.0,39.0,3.0,23.0,17.0,Good,Miami,FL,22.9,30.7,30.2
2023-12-17,33,Ozone,33.0,23.0,3.0,14.0,28.0,Good,Miami,FL,23.8,4.1,20.5
2023-12-18,36,NO2,35.0,23.0,3.0,15.0,36.0,Good,Miami,FL,19.4,0.0,11.2
2023-12-19,40,Ozone,40.0,32.0,5.0,19.0,26.0,Good,Miami,FL,17.2,0.0,12.6
2023-12-20,43,Ozone,43.0,28.0,6.0,24.0,38.0,Good,Miami,FL,18.2,0.0,15.1
2023-12-21,43,Ozone,43.0,24.0,7.0,22.0,30.0,Good,Miami,FL,21.8,0.0,16.9
2023-12-22,40,Ozone,40.0,31.0,7.0,18.0,38.0,Good,Miami,FL,21.3,0.0,8.3
2023-12-23,40,Ozone,40.0,24.0,7.0,19.0,28.0,Good,Miami,FL,21.8,3.0,13.3
2023-12-24,39,Ozone,39.0,23.0,6.0,15.0,17.0,Good,Miami,FL,22.8,0.5,23.0
2023-12-25,37,Ozone,37.0,26.0,6.0,16.0,19.0,Good,Miami,FL,23.3,1.8,19.8
2023-12-26,32,Ozone,32.0,28.0,6.0,13.0,32.0,Good,Miami,FL,24.3,16.3,10.8
2023-12-27,40,PM2.5,37.0,40.0,7.0,14.0,33.0,Good,Miami,FL,21.7,0.0,6.8
2023-12-28,35,NO2,32.0,27.0,9.0,14.0,35.0,Good,Miami,FL,18.8,17.8,10.4
2023-12-29,37,Ozone,37.0,28.0,7.0,12.0,31.0,Good,Miami,FL,18.2,0.0,7.9
2023-12-30,53,PM2.5,34.0,53.0,10.0,30.0,38.0,Moderate,Miami,FL,16.8,0.0,5.0
2023-12-31,155,PM2.5,44.0,155.0,13.0,66.0,48.0,Unhealthy,Miami,FL,16.5,0.0,3.6
2023-01-01,55,PM2.5,29.0,55.0,6.0,13.0,17.0,Moderate,Minneapolis,MN,-2.5,0.0,9.6
2023-01-02,76,PM2.5,28.0,76.0,7.0,20.0,27.0,Moderate,Minneapolis,MN,-4.5,0.0,5.6
2023-01-03,55,PM2.5,31.0,55.0,6.0,14.0,16.0,Moderate,Minneapolis,MN,-3.4,16.6,16.0
2023-01-04,31,Ozone,31.0,18.0,5.0,8.0,17.0,Good,Minneapolis,MN,-0.3,13.6,15.9
2023-01-05,32,PM2.5,28.0,32.0,6.0,7.0,21.0,Good,Minneapolis,MN,-4.5,1.0,13.9
